Resource,Path,Git Org,Git Repository,Misconfigurations,Severity,Policy title,Guideline
Deployment.minio.my-release-minio,/bitnami-successful/minio-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_35,,Prefer using secrets as files over secrets as environment variables,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-33
Deployment.minio.my-release-minio,/bitnami-successful/minio-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_15,,Image Pull Policy should be Always,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-14
Deployment.minio.my-release-minio,/bitnami-successful/minio-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_40,,Containers should run as a high UID to avoid host conflict,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-37
Deployment.minio.my-release-minio,/bitnami-successful/minio-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_31,,Ensure that the seccomp profile is set to docker/default or runtime/default,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-29
Deployment.minio.my-release-minio,/bitnami-successful/minio-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_43,,Image should use digest,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-39
Deployment.jenkins.my-release-jenkins,/bitnami-successful/jenkins-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_35,,Prefer using secrets as files over secrets as environment variables,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-33
Deployment.jenkins.my-release-jenkins,/bitnami-successful/jenkins-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_15,,Image Pull Policy should be Always,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-14
Deployment.jenkins.my-release-jenkins,/bitnami-successful/jenkins-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_40,,Containers should run as a high UID to avoid host conflict,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-37
Deployment.jenkins.my-release-jenkins,/bitnami-successful/jenkins-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_31,,Ensure that the seccomp profile is set to docker/default or runtime/default,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-29
Deployment.jenkins.my-release-jenkins,/bitnami-successful/jenkins-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_43,,Image should use digest,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-39
Deployment.jenkins.my-release-jenkins,/bitnami-successful/jenkins-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_38,,Ensure that Service Account Tokens are only mounted where necessary,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-35
DaemonSet.kiam.my-release-kiam-agent,/bitnami-successful/kiam-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_15,,Image Pull Policy should be Always,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-14
DaemonSet.kiam.my-release-kiam-agent,/bitnami-successful/kiam-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_25,,Minimize the admission of containers with added capability,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-24
DaemonSet.kiam.my-release-kiam-agent,/bitnami-successful/kiam-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_40,,Containers should run as a high UID to avoid host conflict,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-37
DaemonSet.kiam.my-release-kiam-agent,/bitnami-successful/kiam-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_31,,Ensure that the seccomp profile is set to docker/default or runtime/default,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-29
DaemonSet.kiam.my-release-kiam-agent,/bitnami-successful/kiam-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_43,,Image should use digest,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-39
DaemonSet.kiam.my-release-kiam-agent,/bitnami-successful/kiam-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_19,,Containers should not share the host network namespace,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-18
DaemonSet.kiam.my-release-kiam-agent,/bitnami-successful/kiam-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_23,,Minimize the admission of root containers,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-22
DaemonSet.kiam.my-release-kiam-server,/bitnami-successful/kiam-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_15,,Image Pull Policy should be Always,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-14
DaemonSet.kiam.my-release-kiam-server,/bitnami-successful/kiam-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_40,,Containers should run as a high UID to avoid host conflict,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-37
DaemonSet.kiam.my-release-kiam-server,/bitnami-successful/kiam-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_31,,Ensure that the seccomp profile is set to docker/default or runtime/default,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-29
DaemonSet.kiam.my-release-kiam-server,/bitnami-successful/kiam-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_43,,Image should use digest,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-39
DaemonSet.kiam.my-release-kiam-server,/bitnami-successful/kiam-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_38,,Ensure that Service Account Tokens are only mounted where necessary,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-35
ConfigMap.default.argocd-ssh-known-hosts-cm,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_21,,The default namespace should not be used,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-20
ClusterRole.default.my-release-argo-cd-argo-cd-app-controller,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_156,,Minimize ClusterRoles that grant permissions to approve CertificateSigningRequests,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/ensure-clusterroles-that-grant-permissions-to-approve-certificatesigningrequests-are-minimized
ClusterRole.default.my-release-argo-cd-argo-cd-app-controller,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_155,,Minimize ClusterRoles that grant control over validating or mutating admission webhook configurations,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/ensure-clusterroles-that-grant-control-over-validating-or-mutating-admission-webhook-configurations-are-minimized
ClusterRole.default.my-release-argo-cd-argo-cd-app-controller,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_158,,Minimize Roles and ClusterRoles that grant permissions to escalate Roles or ClusterRoles,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/ensure-roles-and-clusterroles-that-grant-permissions-to-escalate-roles-or-clusterrole-are-minimized
ClusterRole.default.my-release-argo-cd-argo-cd-app-controller,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_157,,Minimize Roles and ClusterRoles that grant permissions to bind RoleBindings or ClusterRoleBindings,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/ensure-roles-and-clusterroles-that-grant-permissions-to-bind-rolebindings-or-clusterrolebindings-are-minimized
ClusterRole.default.my-release-argo-cd-argo-cd-app-controller,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_49,,Minimize wildcard use in Roles and ClusterRoles,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/ensure-minimized-wildcard-use-in-roles-and-clusterroles
ClusterRole.default.my-release-argo-cd-argo-cd-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_155,,Minimize ClusterRoles that grant control over validating or mutating admission webhook configurations,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/ensure-clusterroles-that-grant-control-over-validating-or-mutating-admission-webhook-configurations-are-minimized
ClusterRole.default.my-release-argo-cd-argo-cd-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_49,,Minimize wildcard use in Roles and ClusterRoles,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/ensure-minimized-wildcard-use-in-roles-and-clusterroles
Deployment.argo-cd.my-release-argo-cd-app-controller,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_35,,Prefer using secrets as files over secrets as environment variables,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-33
Deployment.argo-cd.my-release-argo-cd-app-controller,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_15,,Image Pull Policy should be Always,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-14
Deployment.argo-cd.my-release-argo-cd-app-controller,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_40,,Containers should run as a high UID to avoid host conflict,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-37
Deployment.argo-cd.my-release-argo-cd-app-controller,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_31,,Ensure that the seccomp profile is set to docker/default or runtime/default,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-29
Deployment.argo-cd.my-release-argo-cd-app-controller,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_43,,Image should use digest,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-39
Deployment.argo-cd.my-release-argo-cd-app-controller,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_13,,Memory limits should be set,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-12
Deployment.argo-cd.my-release-argo-cd-app-controller,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_10,,CPU requests should be set,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-9
Deployment.argo-cd.my-release-argo-cd-app-controller,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_38,,Ensure that Service Account Tokens are only mounted where necessary,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-35
Deployment.argo-cd.my-release-argo-cd-app-controller,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_11,,CPU limits should be set,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-10
Deployment.argo-cd.my-release-argo-cd-app-controller,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_12,,Memory requests should be set,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-11
Deployment.argo-cd.my-release-argo-cd-repo-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_35,,Prefer using secrets as files over secrets as environment variables,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-33
Deployment.argo-cd.my-release-argo-cd-repo-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_15,,Image Pull Policy should be Always,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-14
Deployment.argo-cd.my-release-argo-cd-repo-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_40,,Containers should run as a high UID to avoid host conflict,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-37
Deployment.argo-cd.my-release-argo-cd-repo-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_31,,Ensure that the seccomp profile is set to docker/default or runtime/default,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-29
Deployment.argo-cd.my-release-argo-cd-repo-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_43,,Image should use digest,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-39
Deployment.argo-cd.my-release-argo-cd-repo-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_13,,Memory limits should be set,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-12
Deployment.argo-cd.my-release-argo-cd-repo-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_10,,CPU requests should be set,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-9
Deployment.argo-cd.my-release-argo-cd-repo-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_38,,Ensure that Service Account Tokens are only mounted where necessary,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-35
Deployment.argo-cd.my-release-argo-cd-repo-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_11,,CPU limits should be set,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-10
Deployment.argo-cd.my-release-argo-cd-repo-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_12,,Memory requests should be set,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-11
Deployment.argo-cd.my-release-argo-cd-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_35,,Prefer using secrets as files over secrets as environment variables,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-33
Deployment.argo-cd.my-release-argo-cd-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_15,,Image Pull Policy should be Always,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-14
Deployment.argo-cd.my-release-argo-cd-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_40,,Containers should run as a high UID to avoid host conflict,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-37
Deployment.argo-cd.my-release-argo-cd-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_31,,Ensure that the seccomp profile is set to docker/default or runtime/default,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-29
Deployment.argo-cd.my-release-argo-cd-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_43,,Image should use digest,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-39
Deployment.argo-cd.my-release-argo-cd-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_13,,Memory limits should be set,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-12
Deployment.argo-cd.my-release-argo-cd-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_10,,CPU requests should be set,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-9
Deployment.argo-cd.my-release-argo-cd-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_38,,Ensure that Service Account Tokens are only mounted where necessary,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-35
Deployment.argo-cd.my-release-argo-cd-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_11,,CPU limits should be set,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-10
Deployment.argo-cd.my-release-argo-cd-server,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_12,,Memory requests should be set,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-11
StatefulSet.argo-cd.my-release-redis-master,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_35,,Prefer using secrets as files over secrets as environment variables,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-33
StatefulSet.argo-cd.my-release-redis-master,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_15,,Image Pull Policy should be Always,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-14
StatefulSet.argo-cd.my-release-redis-master,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_40,,Containers should run as a high UID to avoid host conflict,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-37
StatefulSet.argo-cd.my-release-redis-master,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_31,,Ensure that the seccomp profile is set to docker/default or runtime/default,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-29
StatefulSet.argo-cd.my-release-redis-master,/bitnami-successful/argo-cd-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_43,,Image should use digest,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-39
Deployment.external-dns.my-release-external-dns,/bitnami-successful/external-dns-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_15,,Image Pull Policy should be Always,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-14
Deployment.external-dns.my-release-external-dns,/bitnami-successful/external-dns-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_40,,Containers should run as a high UID to avoid host conflict,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-37
Deployment.external-dns.my-release-external-dns,/bitnami-successful/external-dns-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_31,,Ensure that the seccomp profile is set to docker/default or runtime/default,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-29
Deployment.external-dns.my-release-external-dns,/bitnami-successful/external-dns-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_43,,Image should use digest,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-39
Deployment.external-dns.my-release-external-dns,/bitnami-successful/external-dns-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_38,,Ensure that Service Account Tokens are only mounted where necessary,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-35
StatefulSet.mediawiki.my-release-mariadb,/bitnami-successful/mediawiki-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_35,,Prefer using secrets as files over secrets as environment variables,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-33
StatefulSet.mediawiki.my-release-mariadb,/bitnami-successful/mediawiki-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_15,,Image Pull Policy should be Always,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-14
StatefulSet.mediawiki.my-release-mariadb,/bitnami-successful/mediawiki-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_40,,Containers should run as a high UID to avoid host conflict,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-37
StatefulSet.mediawiki.my-release-mariadb,/bitnami-successful/mediawiki-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_31,,Ensure that the seccomp profile is set to docker/default or runtime/default,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-29
StatefulSet.mediawiki.my-release-mariadb,/bitnami-successful/mediawiki-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_43,,Image should use digest,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-39
DaemonSet.node-exporter.my-release-node-exporter,/bitnami-successful/node-exporter-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_15,,Image Pull Policy should be Always,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-14
DaemonSet.node-exporter.my-release-node-exporter,/bitnami-successful/node-exporter-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_40,,Containers should run as a high UID to avoid host conflict,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-37
DaemonSet.node-exporter.my-release-node-exporter,/bitnami-successful/node-exporter-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_31,,Ensure that the seccomp profile is set to docker/default or runtime/default,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-29
DaemonSet.node-exporter.my-release-node-exporter,/bitnami-successful/node-exporter-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_43,,Image should use digest,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-39
DaemonSet.node-exporter.my-release-node-exporter,/bitnami-successful/node-exporter-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_17,,Containers should not share the host process ID namespace,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-16
DaemonSet.node-exporter.my-release-node-exporter,/bitnami-successful/node-exporter-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_19,,Containers should not share the host network namespace,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-18
Deployment.nginx.my-release-nginx,/bitnami-successful/nginx-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_15,,Image Pull Policy should be Always,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-14
Deployment.nginx.my-release-nginx,/bitnami-successful/nginx-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_40,,Containers should run as a high UID to avoid host conflict,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-37
Deployment.nginx.my-release-nginx,/bitnami-successful/nginx-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_31,,Ensure that the seccomp profile is set to docker/default or runtime/default,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-29
Deployment.nginx.my-release-nginx,/bitnami-successful/nginx-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_43,,Image should use digest,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-39
StatefulSet.rabbitmq.my-release-rabbitmq,/bitnami-successful/rabbitmq-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_35,,Prefer using secrets as files over secrets as environment variables,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-33
StatefulSet.rabbitmq.my-release-rabbitmq,/bitnami-successful/rabbitmq-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_15,,Image Pull Policy should be Always,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-14
StatefulSet.rabbitmq.my-release-rabbitmq,/bitnami-successful/rabbitmq-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_40,,Containers should run as a high UID to avoid host conflict,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-37
StatefulSet.rabbitmq.my-release-rabbitmq,/bitnami-successful/rabbitmq-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_31,,Ensure that the seccomp profile is set to docker/default or runtime/default,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-29
StatefulSet.rabbitmq.my-release-rabbitmq,/bitnami-successful/rabbitmq-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_43,,Image should use digest,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-39
StatefulSet.rabbitmq.my-release-rabbitmq,/bitnami-successful/rabbitmq-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_38,,Ensure that Service Account Tokens are only mounted where necessary,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-35
StatefulSet.redis.my-release-redis-master,/bitnami-successful/redis-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_35,,Prefer using secrets as files over secrets as environment variables,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-33
StatefulSet.redis.my-release-redis-master,/bitnami-successful/redis-manifest.yaml,cli_repo,bitnami-successful,CKV_K8S_15,,Image Pull Policy should be Always,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/kubernetes-policies/kubernetes-policy-index/bc-k8s-14
